N,P,K,temperature,humidity,ph,rainfall,soil_type,state,season,crop
42.67,9.21,95.51,33.51,51.35,5.86,1294.49,Sandy,Bihar,Rabi,Groundnut
108.07,5.05,160.55,17.81,70.8,6.36,395.62,Sandy,Haryana,Rabi,Mustard
137.96,5.79,102.73,34.41,57.99,6.8,670.04,Sandy,Punjab,Zaid,Potato
34.69,5.85,93.59,32.87,67.17,6.35,1179.36,Sandy,Bihar,Kharif,Coconut
242.34,24.17,306.4,16.77,62.41,6.73,2230.3,Alluvial,West Bengal,Rabi,Wheat
125.05,6.18,181.67,26.71,82.98,5.84,3948.16,Laterite,Kerala,Zaid,Banana
124.63,18.95,198.24,25.33,47.12,8.07,2764.8,Black,Karnataka,Rabi,Jowar
119.61,9.66,129.38,29.96,92.04,6.06,3854.76,Red,Kerala,Kharif,Rubber
96.01,10.09,188.65,17.34,65.27,5.29,642.74,Laterite,Maharashtra,Zaid,Potato
192.16,16.63,155.38,37.1,43.58,7.31,2519.58,Alluvial,Maharashtra,Kharif,Jowar
82.91,5.38,88.53,31.4,56.06,8.64,479.73,Saline,Gujarat,Rabi,Groundnut
145.29,5.57,128.48,26.05,71.66,6.45,916.55,Red,Andhra Pradesh,Rabi,Chilli
60.19,12.82,104.49,25.31,40.99,5.57,701.96,Laterite,Telangana,Zaid,Potato
214.16,28.18,109.3,37.77,74.28,8.06,907.55,Black,Telangana,Kharif,Sugarcane
190.38,9.96,318.09,38.9,66.87,7.96,1358.65,Black,Gujarat,Kharif,Cotton
122.51,11.73,87.6,22.18,80.79,6.14,1472.05,Red,Odisha,Kharif,Turmeric
86.4,28.47,160.12,34.54,88.53,7.68,2271.55,Alluvial,West Bengal,Zaid,Banana
154.09,10.12,268.11,32.2,64.29,8.29,2060.97,Black,Karnataka,Zaid,Banana
120.84,15.81,259.96,24.46,82.41,7.58,1589.97,Black,Karnataka,Rabi,Jowar
40.07,9.0,141.29,26.58,85.7,5.54,2187.98,Sandy,Kerala,Kharif,Coconut
130.62,7.93,195.11,16.21,67.54,6.9,1394.22,Red,West Bengal,Rabi,Potato
284.76,37.09,111.22,20.09,75.17,7.7,641.81,Alluvial,Uttar Pradesh,Zaid,Potato
130.97,31.43,261.78,13.41,55.46,6.1,607.78,Clay,Haryana,Rabi,Wheat
196.05,15.04,85.39,22.26,85.88,7.11,1288.21,Black,Odisha,Kharif,Sugarcane
170.7,13.16,140.52,28.47,69.95,7.82,1113.96,Black,Telangana,Kharif,Sugarcane
67.72,8.74,80.01,21.08,77.61,6.27,1060.77,Sandy,Bihar,Kharif,Ragi
131.56,20.15,280.87,27.56,56.88,7.4,1096.35,Black,Gujarat,Zaid,Banana
125.94,35.64,113.63,34.88,65.59,7.17,1808.07,Alluvial,West Bengal,Rabi,Chilli
138.2,8.79,154.25,7.98,55.18,7.25,709.58,Clay,Uttar Pradesh,Zaid,Banana
53.78,12.14,47.68,30.39,63.49,6.39,622.79,Red,Andhra Pradesh,Kharif,Tobacco
39.93,8.32,101.21,20.22,76.03,5.49,701.94,Laterite,Tamil Nadu,Rabi,Potato
88.14,24.26,174.96,43.1,36.63,5.69,1419.74,Red,Madhya Pradesh,Rabi,Maize
76.76,10.52,61.16,24.99,70.35,6.3,1994.33,Laterite,West Bengal,Rabi,Tobacco
75.92,6.54,172.59,40.13,63.7,5.34,889.96,Laterite,Telangana,Rabi,Maize
89.12,12.3,67.27,20.81,89.87,6.11,2184.48,Red,Assam,Zaid,Potato
76.19,4.83,80.73,25.35,57.04,6.96,1574.38,Red,Madhya Pradesh,Rabi,Tobacco
149.48,13.09,76.94,22.68,37.35,5.8,2171.37,Laterite,Maharashtra,Rabi,Groundnut
188.55,27.2,193.12,11.46,70.68,6.62,1779.33,Alluvial,West Bengal,Kharif,Rice
218.02,11.04,318.76,22.22,78.31,7.98,1441.3,Black,Madhya Pradesh,Kharif,Rice
114.55,13.06,189.32,17.64,63.81,5.85,1884.19,Red,Maharashtra,Kharif,Tea
169.47,14.5,400.32,39.01,68.18,7.3,926.92,Black,Telangana,Zaid,Banana
102.1,6.3,125.28,28.76,63.95,5.45,757.82,Laterite,Andhra Pradesh,Rabi,Chilli
74.02,6.23,138.76,19.48,46.5,5.42,1147.52,Laterite,Telangana,Zaid,Potato
160.73,25.58,169.35,13.64,72.24,7.0,2150.67,Alluvial,Assam,Zaid,Potato
187.53,10.0,169.58,30.9,46.68,6.78,1332.58,Alluvial,Bihar,Rabi,Maize
100.32,14.49,149.76,32.65,65.08,7.01,1153.61,Alluvial,Bihar,Kharif,Sugarcane
103.34,9.29,84.91,33.95,73.5,6.55,2860.46,Red,Kerala,Rabi,Tobacco
54.12,12.57,21.13,24.98,86.72,7.2,2857.2,Sandy,Kerala,Zaid,Banana
66.24,9.01,49.61,24.75,73.27,5.95,684.82,Sandy,Haryana,Rabi,Groundnut
247.28,10.23,84.3,31.33,87.53,7.25,2683.56,Alluvial,Assam,Rabi,Jowar
73.82,14.64,76.11,31.02,49.32,6.01,986.81,Laterite,Telangana,Zaid,Banana
144.37,22.83,204.42,43.06,58.0,6.19,653.36,Clay,Haryana,Kharif,Cotton
135.92,4.75,138.03,15.3,75.31,6.5,2375.25,Red,West Bengal,Kharif,Tea
192.05,14.27,136.72,26.87,79.89,6.56,1502.72,Alluvial,Bihar,Kharif,Rice
295.69,26.32,82.41,37.23,55.02,7.43,1086.01,Alluvial,Madhya Pradesh,Kharif,Cotton
147.72,22.25,132.81,31.65,58.81,8.32,1015.73,Black,Tamil Nadu,Zaid,Banana
175.3,10.56,28.17,34.19,71.12,5.83,1104.47,Laterite,Andhra Pradesh,Kharif,Coconut
51.54,5.7,69.0,5.38,57.17,6.83,481.97,Sandy,Punjab,Zaid,Potato
52.42,10.12,83.65,36.68,73.18,6.72,1934.54,Red,West Bengal,Kharif,Jute
232.98,28.28,76.91,10.42,82.51,7.76,1293.53,Clay,Bihar,Rabi,Barley
35.52,8.82,47.57,32.07,91.36,5.16,2142.38,Laterite,Kerala,Zaid,Banana
134.2,17.52,324.66,27.67,66.43,7.35,847.11,Alluvial,Andhra Pradesh,Rabi,Chilli
233.14,25.78,117.63,10.27,64.01,7.46,1105.47,Clay,Uttar Pradesh,Kharif,Sugarcane
111.96,7.5,168.72,31.27,54.21,8.49,110.81,Saline,Rajasthan,Rabi,Maize
64.45,18.57,123.27,28.24,82.26,6.77,1886.54,Red,Assam,Kharif,Banana
279.6,9.18,155.6,39.13,64.76,7.78,484.42,Alluvial,Punjab,Rabi,Wheat
53.89,29.73,251.47,23.64,61.0,6.5,1247.39,Red,Odisha,Kharif,Turmeric
107.49,8.04,120.53,13.01,39.5,6.92,644.15,Sandy,Haryana,Zaid,Potato
185.05,16.48,283.89,29.0,88.64,7.41,1576.44,Alluvial,Odisha,Zaid,Banana
149.97,19.56,75.05,14.12,86.85,7.73,1584.73,Alluvial,Assam,Rabi,Potato
46.17,10.36,56.17,20.6,77.48,7.11,1519.32,Sandy,West Bengal,Rabi,Potato
71.07,10.1,37.7,44.2,44.36,6.91,641.66,Sandy,Rajasthan,Rabi,Gram
52.16,7.25,52.81,29.77,88.26,5.42,2832.19,Laterite,Kerala,Kharif,Rubber
297.67,29.78,160.42,13.54,37.27,7.41,619.62,Alluvial,Rajasthan,Zaid,Potato
75.04,14.53,153.4,33.82,89.63,6.39,2082.91,Red,West Bengal,Zaid,Banana
189.85,16.69,268.52,19.94,64.07,8.46,638.12,Black,Uttar Pradesh,Rabi,Wheat
131.89,18.35,112.33,27.48,73.5,7.56,900.96,Alluvial,Madhya Pradesh,Zaid,Banana
67.47,6.37,50.64,16.23,76.72,6.37,1481.54,Sandy,Bihar,Kharif,Coconut
58.09,15.11,172.39,32.94,55.09,6.35,1158.54,Red,Andhra Pradesh,Kharif,Tobacco
127.74,12.57,98.71,16.67,81.3,6.29,2695.42,Red,Assam,Kharif,Tea
70.59,3.99,58.37,22.95,92.54,5.75,1552.11,Laterite,Assam,Kharif,Tea
181.36,4.84,324.26,19.42,52.57,8.04,2813.97,Black,Karnataka,Zaid,Potato
39.76,13.93,56.08,36.75,79.66,6.38,1406.64,Red,Madhya Pradesh,Rabi,Potato
58.07,4.32,54.78,39.2,53.23,7.31,1193.24,Sandy,Gujarat,Kharif,Bajra
121.05,18.91,134.3,30.67,79.99,5.71,1121.65,Laterite,Telangana,Zaid,Banana
348.54,29.4,116.14,29.31,54.22,7.53,534.41,Alluvial,Haryana,Rabi,Jowar
41.02,5.32,184.2,35.28,41.54,9.18,414.94,Saline,Rajasthan,Kharif,Bajra
77.38,5.33,33.96,13.51,89.51,5.46,1601.22,Laterite,West Bengal,Kharif,Tea
95.86,19.05,146.08,27.17,78.27,7.96,864.99,Black,Telangana,Rabi,Maize
115.17,30.89,88.83,33.34,93.3,6.87,2580.88,Alluvial,Assam,Zaid,Banana
128.5,42.28,314.68,18.32,49.19,6.93,369.65,Alluvial,Haryana,Rabi,Mustard
220.95,16.33,275.96,29.32,80.39,8.38,871.39,Black,Andhra Pradesh,Zaid,Banana
119.47,9.74,181.19,25.8,61.26,5.14,2230.9,Laterite,Karnataka,Rabi,Jowar
56.73,7.29,52.21,22.17,78.78,6.33,1287.22,Sandy,West Bengal,Zaid,Potato
175.71,21.84,53.43,26.29,61.06,6.23,1457.38,Red,Tamil Nadu,Kharif,Banana
238.2,11.04,104.77,22.89,40.06,6.73,1298.25,Clay,Bihar,Zaid,Banana
110.98,8.54,125.32,44.76,35.3,6.37,986.44,Laterite,Madhya Pradesh,Kharif,Sugarcane
326.52,33.1,130.54,31.12,62.14,7.13,948.2,Alluvial,Telangana,Zaid,Banana
48.38,6.77,95.19,30.59,61.11,5.67,693.45,Laterite,Andhra Pradesh,Rabi,Tobacco
219.09,8.77,187.74,22.15,55.7,6.72,799.23,Alluvial,Rajasthan,Rabi,Wheat
64.31,11.09,115.85,26.43,89.61,6.02,2472.22,Red,Assam,Rabi,Tobacco
117.56,17.61,156.54,33.65,85.58,6.41,3164.29,Laterite,Kerala,Kharif,Rubber
24.38,6.4,34.28,38.93,41.52,7.42,693.08,Sandy,Gujarat,Kharif,Bajra
60.32,15.31,161.01,28.39,71.61,6.21,719.43,Red,Maharashtra,Rabi,Groundnut
136.96,10.37,42.66,16.5,58.09,5.75,1507.45,Sandy,Bihar,Zaid,Potato
70.36,5.88,88.72,35.23,21.15,9.45,391.69,Saline,Rajasthan,Kharif,Bajra
189.08,16.0,77.1,24.27,35.6,7.38,407.14,Clay,Haryana,Rabi,Mustard
107.45,3.54,113.93,35.87,82.45,5.81,752.61,Sandy,Tamil Nadu,Zaid,Potato
197.18,25.04,176.7,22.36,76.59,7.15,2951.18,Black,Maharashtra,Kharif,Soybean
107.22,13.35,183.24,38.69,73.57,5.67,1026.5,Red,Telangana,Rabi,Maize
93.63,20.71,54.65,18.12,75.38,6.22,2738.07,Laterite,Assam,Kharif,Tea
97.38,14.37,68.57,33.73,67.27,5.25,2218.43,Laterite,Maharashtra,Rabi,Groundnut
139.8,17.94,101.99,13.45,81.94,7.97,1548.15,Alluvial,Bihar,Kharif,Sugarcane
152.76,16.98,247.46,14.0,41.87,6.74,1168.91,Clay,Bihar,Zaid,Banana
60.28,18.79,45.4,39.52,62.7,5.47,1010.51,Laterite,Tamil Nadu,Rabi,Tobacco
49.07,21.99,113.04,22.68,76.33,5.76,2257.54,Laterite,Assam,Zaid,Potato
109.82,36.31,198.72,33.47,87.64,6.57,2618.8,Alluvial,Assam,Zaid,Banana
42.07,8.93,76.7,24.52,65.11,5.64,907.93,Sandy,Uttar Pradesh,Kharif,Ragi
228.95,17.99,143.68,37.37,81.79,7.82,1031.51,Alluvial,Andhra Pradesh,Rabi,Chilli
194.41,25.26,217.77,20.65,69.25,7.12,1731.96,Alluvial,West Bengal,Zaid,Potato
282.97,22.54,106.48,28.95,19.87,6.86,753.32,Alluvial,Rajasthan,Rabi,Maize
183.7,11.7,97.86,24.9,75.16,7.25,875.69,Black,Andhra Pradesh,Zaid,Banana
284.91,12.79,338.67,34.95,83.0,7.14,2196.37,Black,Maharashtra,Kharif,Rice
137.29,9.72,157.79,28.23,52.42,6.25,1004.87,Red,Madhya Pradesh,Kharif,Cotton
135.32,10.09,187.64,22.06,70.99,7.36,764.85,Black,Telangana,Zaid,Potato
67.11,11.7,85.45,31.68,74.13,5.94,1134.94,Sandy,Bihar,Zaid,Potato
23.01,11.46,63.19,35.5,60.55,9.27,1284.35,Saline,Gujarat,Kharif,Sugarcane
140.65,24.67,259.79,26.2,50.36,7.4,763.27,Alluvial,Rajasthan,Kharif,Maize
190.32,24.14,110.77,33.05,79.56,8.5,2453.59,Black,Karnataka,Rabi,Jowar
240.72,6.08,284.09,28.45,49.94,6.49,716.35,Clay,Punjab,Zaid,Banana
73.82,10.81,35.96,29.86,31.92,8.45,474.41,Saline,Rajasthan,Zaid,Banana
91.18,30.91,142.86,34.46,64.28,6.93,1077.42,Alluvial,Bihar,Rabi,Chilli
114.59,5.01,47.86,27.69,38.29,6.03,747.05,Sandy,Rajasthan,Rabi,Gram
150.26,22.1,97.47,25.42,70.71,7.68,673.77,Black,Maharashtra,Zaid,Potato
27.66,15.5,54.35,8.12,45.29,6.21,677.64,Sandy,Rajasthan,Rabi,Gram
39.07,10.73,33.17,33.78,75.13,6.25,744.18,Sandy,Tamil Nadu,Rabi,Groundnut
116.13,19.25,101.14,28.94,56.81,6.6,364.58,Red,Rajasthan,Rabi,Maize
183.28,21.89,263.11,26.52,86.18,6.61,1256.68,Alluvial,Odisha,Rabi,Groundnut
129.97,18.84,102.52,24.43,77.21,7.12,1058.8,Alluvial,Bihar,Zaid,Banana
150.89,5.64,135.53,13.66,87.27,6.25,2301.04,Laterite,Assam,Rabi,Potato
89.86,16.52,157.4,21.07,61.85,7.02,705.51,Black,Karnataka,Rabi,Maize
64.02,14.1,183.52,35.35,72.27,8.16,1323.22,Black,Odisha,Zaid,Banana
193.73,27.72,323.8,25.48,33.58,7.29,1111.73,Black,Madhya Pradesh,Zaid,Banana
122.34,43.97,258.59,39.23,52.4,6.59,1480.49,Clay,Bihar,Rabi,Wheat
78.45,12.08,135.45,38.04,82.52,6.25,1437.6,Sandy,Tamil Nadu,Kharif,Coconut
88.83,25.97,164.45,23.35,49.16,6.93,1302.68,Alluvial,Gujarat,Zaid,Banana
163.74,15.63,287.67,24.3,76.47,8.17,1320.05,Black,Tamil Nadu,Rabi,Chilli
45.19,12.58,48.51,15.43,37.33,7.06,468.41,Sandy,Haryana,Kharif,Bajra
45.48,16.95,86.13,16.65,64.43,6.65,1515.53,Red,West Bengal,Rabi,Potato
101.63,4.37,92.15,22.19,31.74,6.53,792.32,Sandy,Gujarat,Zaid,Potato
41.02,18.86,31.59,35.6,64.23,5.62,595.3,Red,Maharashtra,Kharif,Cotton
165.83,4.54,99.83,35.89,71.64,6.08,2492.79,Laterite,West Bengal,Rabi,Potato
58.14,27.65,167.93,35.8,79.46,6.52,676.26,Red,Tamil Nadu,Zaid,Banana
75.9,20.9,63.83,19.28,21.97,6.34,694.32,Red,Rajasthan,Kharif,Maize
159.15,8.61,68.55,30.84,61.46,5.27,720.21,Laterite,Andhra Pradesh,Rabi,Tobacco
92.46,5.38,21.89,44.05,19.36,6.16,524.49,Sandy,Rajasthan,Rabi,Mustard
118.54,7.39,164.21,22.36,75.41,7.41,1371.94,Sandy,Bihar,Zaid,Potato
168.92,5.58,111.27,29.29,62.77,8.37,1164.05,Black,Telangana,Kharif,Sugarcane
62.27,6.61,144.76,30.86,67.39,6.43,1562.0,Laterite,Odisha,Zaid,Banana
46.52,6.05,56.32,36.2,45.61,6.44,1514.59,Sandy,Bihar,Zaid,Potato
153.53,18.37,239.02,30.75,64.33,6.55,679.74,Alluvial,Haryana,Zaid,Banana
89.54,13.64,192.26,36.22,76.82,6.41,1273.28,Red,Madhya Pradesh,Zaid,Banana
296.69,12.88,324.54,29.78,67.07,7.84,2361.74,Alluvial,West Bengal,Kharif,Rice
101.77,9.95,101.61,33.62,77.56,7.98,1053.22,Black,Tamil Nadu,Zaid,Banana
35.4,5.48,92.96,41.35,30.95,6.02,474.01,Sandy,Haryana,Rabi,Mustard
49.38,5.15,87.35,19.54,39.51,6.48,641.25,Sandy,Punjab,Kharif,Maize
290.97,30.43,152.23,23.41,31.97,7.44,608.68,Alluvial,Uttar Pradesh,Rabi,Wheat
172.05,9.85,181.9,11.97,70.56,6.84,816.96,Alluvial,Punjab,Kharif,Sugarcane
117.17,14.73,64.9,10.47,51.14,5.64,950.09,Red,Madhya Pradesh,Zaid,Potato
369.87,19.65,215.81,31.58,80.69,6.82,2942.97,Alluvial,Assam,Zaid,Banana
273.17,8.43,318.6,29.9,45.75,8.18,925.13,Black,Uttar Pradesh,Kharif,Sugarcane
107.87,14.14,234.46,34.0,57.98,7.19,1103.43,Black,Andhra Pradesh,Zaid,Banana
242.83,17.73,111.94,20.65,55.72,7.41,1370.77,Black,Madhya Pradesh,Rabi,Wheat
307.41,18.91,134.73,40.64,19.9,7.89,175.69,Alluvial,Rajasthan,Zaid,Potato
95.53,21.16,159.05,31.06,46.17,6.67,825.49,Red,Telangana,Rabi,Maize
119.43,28.77,111.09,16.39,83.82,7.56,1879.87,Alluvial,Assam,Kharif,Sugarcane
218.95,34.99,71.91,30.75,48.05,7.74,842.34,Black,Telangana,Rabi,Chilli
206.75,16.31,182.87,30.05,68.94,8.36,1198.51,Black,Andhra Pradesh,Rabi,Chilli
154.51,12.64,232.53,38.34,53.32,8.42,899.98,Black,Telangana,Kharif,Cotton
211.08,15.82,142.8,41.14,29.56,7.67,687.06,Alluvial,Rajasthan,Zaid,Potato
135.44,14.81,80.15,19.04,71.14,6.37,1417.27,Sandy,Gujarat,Kharif,Coconut
165.14,4.84,57.7,25.96,55.74,7.1,726.51,Sandy,Haryana,Kharif,Sesame
139.01,21.65,226.62,21.03,33.3,8.18,938.19,Black,Gujarat,Kharif,Tobacco
90.16,5.02,45.62,36.25,77.66,7.0,364.96,Sandy,Gujarat,Kharif,Bajra
121.82,11.84,149.3,10.19,72.34,6.02,660.57,Clay,Punjab,Zaid,Potato
257.69,30.75,133.43,41.04,78.82,7.81,1141.1,Clay,Uttar Pradesh,Kharif,Sugarcane
52.11,8.91,71.28,26.69,78.14,9.39,329.0,Saline,Gujarat,Rabi,Tobacco
49.74,3.97,75.75,25.64,66.06,5.61,1370.37,Sandy,Bihar,Zaid,Potato
321.31,18.8,156.83,24.16,77.27,6.88,2531.25,Alluvial,Assam,Kharif,Tea
69.62,7.3,34.62,22.2,89.3,5.86,3687.59,Sandy,Kerala,Rabi,Potato
46.62,20.44,29.16,15.07,73.32,6.12,1533.55,Laterite,Assam,Rabi,Potato
59.17,5.34,42.14,17.32,82.73,6.02,2831.73,Laterite,Assam,Kharif,Tea
46.11,9.74,75.94,21.25,66.23,6.08,1027.9,Laterite,Madhya Pradesh,Kharif,Ragi
119.8,5.3,57.73,20.16,56.23,6.46,1401.6,Sandy,Bihar,Rabi,Potato
131.98,9.75,161.84,19.28,51.64,5.99,1402.86,Laterite,Karnataka,Rabi,Maize
59.0,21.66,107.18,17.66,88.92,5.78,1319.79,Red,Odisha,Rabi,Potato
234.63,35.63,101.23,28.0,73.78,7.25,1076.15,Alluvial,Andhra Pradesh,Kharif,Tobacco
162.58,27.4,109.86,28.9,33.23,7.15,247.41,Alluvial,Rajasthan,Rabi,Gram
73.91,14.02,291.45,31.44,55.59,7.98,1684.52,Black,Maharashtra,Rabi,Jowar
126.72,4.17,83.87,21.67,84.43,6.25,2809.42,Laterite,Assam,Zaid,Potato
143.12,5.45,134.08,18.5,46.19,5.0,1572.8,Laterite,Madhya Pradesh,Zaid,Potato
71.49,8.31,63.71,39.62,68.64,5.66,601.79,Sandy,Punjab,Zaid,Potato
251.38,46.17,94.36,17.59,66.08,7.87,468.6,Alluvial,Gujarat,Rabi,Wheat
120.64,7.0,255.42,29.59,68.21,7.49,540.13,Alluvial,Haryana,Rabi,Chilli
124.41,7.21,80.69,23.65,73.03,6.29,913.09,Sandy,Uttar Pradesh,Zaid,Potato
173.52,16.03,123.8,36.62,55.46,7.7,845.63,Black,Tamil Nadu,Zaid,Banana
36.51,9.91,103.43,16.15,20.51,9.33,759.68,Saline,Rajasthan,Rabi,Wheat
78.23,17.02,97.49,18.8,43.64,6.22,724.56,Laterite,Telangana,Kharif,Maize
214.07,34.39,188.24,28.78,77.9,6.82,1270.82,Alluvial,Madhya Pradesh,Rabi,Gram
75.76,23.58,319.6,29.34,80.98,7.29,2619.12,Alluvial,Assam,Zaid,Banana
181.34,22.96,117.99,36.92,57.7,6.8,758.09,Red,Rajasthan,Kharif,Sesame
144.05,27.38,124.53,34.38,54.81,7.67,1320.37,Clay,Bihar,Kharif,Sugarcane
315.92,34.39,169.63,31.79,39.43,6.59,1255.23,Alluvial,Madhya Pradesh,Zaid,Banana
152.3,32.57,320.6,17.99,31.24,7.66,1107.02,Alluvial,Madhya Pradesh,Rabi,Gram
119.9,6.05,56.0,21.06,77.46,5.95,2486.39,Laterite,Assam,Rabi,Potato
140.15,10.13,181.9,43.57,55.58,6.58,329.96,Red,Rajasthan,Kharif,Bajra
51.77,13.24,47.75,34.5,85.84,6.54,2055.73,Red,Kerala,Kharif,Rubber
75.09,7.21,70.48,40.84,77.79,5.7,1089.8,Laterite,Telangana,Kharif,Coconut
104.99,8.39,64.73,20.35,93.79,6.31,2919.46,Laterite,Assam,Rabi,Potato
96.74,5.93,357.73,27.32,42.69,7.13,683.44,Black,Uttar Pradesh,Rabi,Gram
267.43,18.38,162.26,19.5,30.49,7.98,484.9,Alluvial,Punjab,Rabi,Wheat
65.72,11.73,52.11,19.46,48.95,5.63,1747.75,Laterite,Karnataka,Zaid,Potato
119.16,18.64,216.11,27.57,56.52,6.16,742.11,Clay,Punjab,Rabi,Wheat
67.45,9.74,198.93,10.53,85.16,5.62,1426.56,Laterite,West Bengal,Rabi,Mustard
275.34,20.41,262.48,37.41,42.72,7.1,2556.95,Alluvial,Maharashtra,Kharif,Jowar
267.23,11.64,217.94,17.96,53.13,8.0,739.84,Clay,Haryana,Rabi,Wheat
187.44,32.2,90.09,28.25,74.04,6.14,1066.35,Clay,Bihar,Zaid,Banana
178.75,9.44,365.61,31.51,76.24,7.76,1099.66,Black,Andhra Pradesh,Rabi,Chilli
120.53,5.87,81.25,26.75,58.69,5.5,676.18,Laterite,Tamil Nadu,Rabi,Groundnut
334.41,36.15,87.44,35.16,65.58,7.84,1031.88,Alluvial,Telangana,Rabi,Chilli
147.99,7.0,100.96,32.17,83.13,6.84,677.1,Red,Andhra Pradesh,Zaid,Banana
89.75,5.81,39.57,11.0,39.83,9.38,291.84,Saline,Rajasthan,Rabi,Wheat
55.95,13.03,54.83,23.7,69.85,7.14,843.29,Sandy,Punjab,Kharif,Maize
175.71,13.62,223.83,41.81,55.87,8.12,908.03,Black,Telangana,Rabi,Chilli
73.61,7.12,144.42,19.4,35.89,6.02,749.02,Sandy,Rajasthan,Kharif,Maize
141.17,36.7,50.38,16.45,90.55,7.96,2342.78,Alluvial,Assam,Kharif,Tea
47.91,14.44,47.19,33.34,90.98,6.52,3774.3,Sandy,Kerala,Zaid,Banana
146.07,11.67,181.9,28.29,76.94,6.43,3393.53,Laterite,Karnataka,Kharif,Rubber
164.49,22.17,92.89,19.96,48.18,7.09,748.16,Alluvial,Gujarat,Zaid,Potato
211.49,41.36,191.28,27.34,70.82,7.15,733.2,Alluvial,Uttar Pradesh,Zaid,Potato
126.72,10.4,73.99,38.08,60.77,6.18,1254.8,Sandy,West Bengal,Kharif,Coconut
153.76,35.25,212.34,36.72,43.65,7.85,975.87,Black,Uttar Pradesh,Zaid,Potato
132.83,7.13,211.75,21.94,66.62,7.98,2011.75,Alluvial,West Bengal,Kharif,Tea
74.36,11.05,164.37,29.37,72.4,5.99,2505.02,Laterite,Kerala,Kharif,Coconut
62.11,6.85,125.06,19.86,46.51,6.35,894.02,Red,Telangana,Kharif,Maize
210.19,20.4,260.48,16.51,83.7,5.96,2179.52,Red,Assam,Rabi,Potato
103.17,13.27,108.37,16.03,37.89,7.38,687.36,Alluvial,Haryana,Kharif,Cotton
222.6,18.6,153.02,15.57,70.95,6.41,757.8,Clay,Haryana,Zaid,Potato
123.41,6.35,103.93,25.07,66.85,5.46,2184.12,Laterite,West Bengal,Kharif,Tea
234.45,19.17,58.05,24.97,75.21,7.36,1813.45,Alluvial,Kerala,Rabi,Chilli
33.7,11.67,39.01,23.04,77.22,5.92,3068.6,Sandy,Kerala,Rabi,Potato
102.73,7.89,197.14,38.79,51.88,6.93,1461.87,Alluvial,Gujarat,Zaid,Banana
157.89,4.76,131.52,24.77,52.69,7.02,1013.96,Sandy,Gujarat,Rabi,Tobacco
24.23,12.44,49.79,35.31,39.41,6.4,626.58,Sandy,Punjab,Zaid,Potato
125.45,10.35,251.8,10.48,33.88,7.44,1113.36,Black,Madhya Pradesh,Kharif,Sugarcane
118.71,10.23,83.64,30.6,82.76,6.05,2584.46,Laterite,Kerala,Zaid,Banana
230.27,27.35,194.57,30.04,60.27,6.95,995.17,Red,Andhra Pradesh,Kharif,Cotton
104.63,10.06,141.07,24.81,64.68,5.84,640.53,Red,Andhra Pradesh,Zaid,Potato
167.05,4.36,259.06,20.72,41.33,5.64,752.25,Red,Telangana,Kharif,Maize
144.53,12.52,82.22,32.35,90.39,5.62,2426.9,Red,Assam,Rabi,Potato
311.13,16.87,210.48,23.53,66.49,7.4,1166.53,Alluvial,Andhra Pradesh,Rabi,Chilli
142.27,7.78,300.35,37.32,80.4,8.34,524.6,Black,Karnataka,Rabi,Jowar
241.33,25.52,214.91,37.67,43.02,7.92,1390.18,Alluvial,Bihar,Zaid,Banana
123.64,5.23,50.86,38.27,21.54,7.12,424.68,Sandy,Rajasthan,Rabi,Gram
127.99,45.36,258.39,20.29,77.44,7.44,682.38,Alluvial,Tamil Nadu,Kharif,Chilli
128.13,2.67,124.52,31.17,92.0,6.47,2034.9,Laterite,Kerala,Zaid,Banana
260.99,26.16,101.07,31.73,77.45,6.93,1275.26,Clay,Bihar,Rabi,Maize
44.36,6.82,67.69,31.0,71.06,5.87,2129.62,Laterite,Assam,Rabi,Potato
348.52,13.89,77.27,28.03,61.75,7.33,740.11,Alluvial,Punjab,Zaid,Potato
45.39,3.7,142.03,12.07,73.25,5.94,1126.92,Sandy,Bihar,Kharif,Ragi
142.0,12.97,112.0,27.05,94.72,6.95,3457.39,Alluvial,Kerala,Zaid,Banana
58.67,8.77,42.97,22.02,85.4,5.53,1972.54,Sandy,Kerala,Kharif,Coconut
41.34,10.03,93.42,23.23,67.8,7.07,759.0,Sandy,Gujarat,Kharif,Groundnut
326.09,13.01,179.2,31.51,85.85,7.92,2030.31,Alluvial,West Bengal,Zaid,Banana
96.62,23.75,142.34,24.63,59.43,6.36,1431.37,Red,Odisha,Kharif,Turmeric
285.08,31.27,72.86,30.06,65.94,6.6,558.4,Alluvial,Gujarat,Zaid,Banana
161.31,4.93,44.58,23.19,76.12,6.03,3638.27,Laterite,Kerala,Kharif,Coffee
61.32,9.67,245.0,36.72,67.27,7.44,996.66,Black,Madhya Pradesh,Zaid,Banana
82.92,21.4,104.8,25.19,94.68,6.57,2899.72,Red,Kerala,Kharif,Tea
79.12,14.61,93.59,8.39,75.19,7.12,1144.27,Clay,Uttar Pradesh,Kharif,Sugarcane
215.49,11.97,61.11,35.74,83.07,7.72,1636.09,Alluvial,Odisha,Kharif,Sugarcane
56.15,20.49,125.65,20.72,55.01,6.35,2128.1,Laterite,Karnataka,Kharif,Coffee
189.37,8.13,180.74,23.88,55.36,5.65,1596.68,Red,Madhya Pradesh,Zaid,Potato
